DV_V,htc_s_W_m2K,htc_us_W_m2K,Tmax_K,joule_power_W
6,20000,400,647.066823746879,0.0243276469925348
5.4,20000,400,579.82262723497,0.0197053940639532
6.6,20000,400,721.389356733718,0.0294364528609673
