frequency_Hz,inductance_H,conductance_S
600,0.000114215771624368,0.0251226626796571
1250,0.000114199811932932,0.0116484214370698
2500,0.000114189674763108,0.00571327607094216
4000,0.00011418522804894,0.00354111957898857
6000,0.000114182773747417,0.00234960627614088
12000,0.000114177397283902,0.00117095074340126
18000,0.000114173597478346,0.000780448713979527
