voltage_node_0_V,voltage_node_1_V,voltage_node_2_V,voltage_node_3_V,resistance_circuit_ohm,resistance_analytic_ohm
0,0.278424353242873,0.72157564675714,1,1.59163984167614,1.59154943091895
